Modded Block,Vanilla Block
thutcrafts:craft,crafter
thuttech:controller,cherry_button
securitycraft:reinforced_light_gray_stained_glass_pane,light_gray_stained_glass_pane
securitycraft:reinforced_bookshelf,bookshelf
xtonesreworked:cray_block_0,jigsaw
irons_spellbooks:pedestal,quartz_pillar
xtonesreworked:xtone_tile,blackstone_slab
xtonesreworked:korp_block_2,purpur_block
xtonesreworked:iszm_block_6,oxidized_cut_copper
framedblocks:framed_flat_elev_inner_slope_slab_corner,warped_slab
framedblocks:framed_flat_elev_slope_slab_corner,warped_slab
chipped:stacked_light_gray_concrete,light_gray_concrete
chipped:embossed_netherite_block,netherite_block
xtonesreworked:korp_block_4,purpur_block
blocksyouneed_luna:ventilation_access_vent,cave_air
blocksyouneed_luna:ventilation_through_block,oxidized_cut_copper
blocksyouneed_luna:ventilation_through_block_bottom_vent,oxidized_cut_copper
blocksyouneed_luna:ventilation_through_block_side_vent,oxidized_cut_copper
blocksyouneed_luna:ventilation_corner_block,oxidized_cut_copper
connectedglass:clear_glass_black_pane,black_stained_glass_pane
connectedglass:clear_glass_orange,orange_stained_glass
lampcrafting:yellow_flat_redstone_lamp_on,redstone_lamp
connectedglass:borderless_glass_orange,orange_stained_glass
chipped:black_terracotta_bricks,black_terracotta
morebookshelves:dark_oak_bookshelf,bookshelf
chipped:polished_dark_oak_planks,dark_oak_planks
gamingdeco:gaming_pc_1_light_off,light
moa_decor_science:pizarraadn,prismarine_slab
moa_decor_science:pizarra,purpur_slab
moa_decor_science:botiquindepared,potted_closed_eyeblossom
pfm:andesite_modern_stool,andesite
moa_decor_science:calculadora,cartography_table
justoutdoorstuffs:patio_sofa_mid,glass_pane
moa_decor_science:bascula,cactus
moa_decor_science:jeringaverdelima,jigsaw
moa_decor_science:tubosensayoverdelima,bamboo_mosaic
moa_decor_science:microscopio,observer
moa_decor_science:portapapeles,mangrove_pressure_plate
moa_decor_science:tubosensayorosa,tube_coral
moa_decor_science:tubosensayocian,deepslate_tile_slab
moa_decor_science:tubosensayomorado,tube_coral
connectedglass:borderless_glass_orange_pane,orange_stained_glass_pane
valhelsia_furniture:gray_acacia_chair,acacia_wood
gamingdeco:gaming_monitor_curved_nsi_off,calibrated_sculk_sensor
gamingdeco:keyboard_pt_light,light
biomesoplenty:black_sandstone_slab,sandstone_slab
ironchest:gold_chest,chest
gamingdeco:gaming_pc_1_off,powered_rail
slabsexpanded:cyan_terracotta_slab,cyan_terracotta
connectedglass:clear_glass_gray,gray_stained_glass
lampcrafting:black_flat_redstone_lamp_on,redstone_lamp
moa_decor_science:matrazbrosa,podzol
moa_decor_science:matrazbverdelima,magenta_carpet
placeablesmod:filled_bottle,packed_ice
moa_decor_science:frascodepildoras,carrots
gamingdeco:flat_screen_monitor_obs,daylight_detector
tfc:rock/smooth/basalt,basalt
tfc:plant/green_apple_sapling,cherry_sapling
blockofsky:void_block,structure_void
dimdoors:block_ag_dim_minecraft_dark_oak_door,dark_oak_door
pocket_pets:fire_ant_infested_dirt,dirt
environmental:giant_tall_grass,tall_grass
ars_elemental:yellow_archwood_leaves,oak_leaves
ars_elemental:yellow_archwood_log,spruce_log
neapolitan:adzuki_sprouts,nether_sprouts
ars_nouveau:purple_archwood_leaves,pale_oak_leaves
fantasyfurniture:bone/wither/chair,birch_wood
ars_nouveau:bastion_pod,beacon
ars_elemental:flashpine_pod,pearlescent_froglight
ars_nouveau:purple_archwood_log,pale_oak_log
ars_nouveau:blue_archwood_leaves,oak_leaves
ars_nouveau:red_archwood_leaves,oak_leaves
elevatorid:elevator_gray,gray_carpet
ad_astra:reinforced_door,warped_door
chipped:tripped_gray_carpet,gray_carpet
ars_nouveau:blue_archwood_log,birch_log
cfm:blue_kitchen_counter,blue_concrete
cfm:blue_kitchen_drawer,blue_carpet
chipped:wickered_gray_carpet,gray_carpet
ars_nouveau:bombegranate_pod,podzol
ars_nouveau:red_archwood_log,oak_log
ars_nouveau:frostaya_pod,frosted_ice
backrooms_eternal:full_glass_door,glass
backrooms_eternal:do_not_enter_door,jungle_door
v_slab_compat:slabsexpanded/gray_wool_vertical_slab,gray_wool
slabsexpanded:gray_wool_slab,gray_wool
ad_astra:desh_plating_slab,polished_deepslate_slab
lampcrafting:yellow_flat_redstone_lamp,redstone_lamp
securitycraft:sentry_disguise,crimson_trapdoor
mca:slanted_headstone,stone
justoutdoorstuffs:patio_armchair,acacia_wood
fantasyfurniture:necrolord/chair,birch_wood
gamingdeco:keyboard_pt,pale_oak_pressure_plate
gamingdeco:gaming_monitor_curved_nsi,calibrated_sculk_sensor
lampcrafting:light_blue_flat_redstone_lamp_on,redstone_lamp
securitycraft:reinforced_stone,stone
securitycraft:reinforced_stone_stairs,stone_stairs
securitycraft:reinforced_normal_stone_slab,stone_slab
gamingdeco:player_y_mic,player_wall_head
cfm:stripped_oak_crate,stripped_oak_wood
cfm:green_sofa,green_carpet
moa_decor_science:libros,bookshelf
moredoors:brown_concrete_door,brown_concrete
fantasyfurniture:decorations/nordic_soul_gems_light,soul_lantern
placeablesmod:diamond_item_block,diamond_block
moa_decor_science:tubosensayo,tube_coral
elevatorid:elevator_brown,brown_carpet
decorativerailings:spruce_wood_railing_11,spruce_fence
mcwwindows:spruce_louvered_shutter,spruce_door
mcwroofs:stone_bricks_roof,stone_bricks
mcwtrpdoors:spruce_classic_trapdoor,spruce_trapdoor
handcrafted:white_plate,white_concrete
handcrafted:warped_couch,warped_stairs
fantasyfurniture:bone/wither/painting_small,small_dripleaf
valhelsia_structures:metal_framed_glass,glass
framedblocks:framed_ladder,ladder
mcwdoors:spruce_tropical_door,spruce_door
fetzisasiandeco:spruce_fence_gate,spruce_fence_gate
ad_astra:steel_door,iron_door
mcwroofs:oak_roof,oak_wood
mcwroofs:oak_top_roof,oak_wood
mcwwindows:stripped_spruce_log_window,stripped_spruce_log
mcwwindows:red_mosaic_glass_pane,red_stained_glass_pane
mcwlights:wall_lantern,lantern
mcwwindows:stripped_spruce_log_window2,stripped_spruce_log
pfm:gray_arm_chair,gray_carpet
create:andesite_scaffolding,scaffolding
create:portable_fluid_interface,water
chipped:square_black_stained_glass_pane,black_stained_glass_pane
create:content_observer,observer
railways:smokestack_diesel,smoker
create_connected:copycat_board,repeating_command_block
create:glass_fluid_pipe,glass
createdeco:industrial_iron_catwalk_stairs,resin_brick_stairs
create:steam_engine,piston
create:powered_shaft,powered_rail
create:speedometer,daylight_detector
create:stressometer,calibrated_sculk_sensor
design_decor:andesite_floodlight,andesite
create_dd:8_blade_fan,fire_coral_fan
framedblocks:framed_stacked_slope_slab,stone_slab
interiors:wall_mounted_table,crafting_table
yuushya:sink,water_cauldron
design_decor:breaker_switch,birch_button
yuushya:hanged_clothes,hanging_roots
yuushya:jack,jack_o_lantern
yuushya:toilet,dispenser
moa_decor_science:barriltoxico,black_concrete
moa_decor_science:pizarramatematicas,prismarine_stairs
moa_decor_science:pizarravolumenes,prismarine_slab
chipped:sanded_red_sandstone,red_sandstone
diagonalfences:minecraft/acacia_fence,acacia_fence
stoneworks:red_sandstone_tile_slab,red_sandstone_slab
create:mechanical_arm,moving_piston
manyideas_doors:door_dark_oak_bookshelf,dark_oak_door
dustrial_decor:large_chain,chain
dustrial_decor:large_lantern,lantern
domum_ornamentum:blockbarreldeco_onside,oxidized_cut_copper
domum_ornamentum:double_crossed,barrier
minecolonies:blockhutschool,note_block
domum_ornamentum:one_crossed_lr,lectern
domum_ornamentum:one_crossed_rl,red_wall_banner
domum_ornamentum:framed,end_portal_frame
minecolonies:blockhutwarehouse,oxidized_cut_copper
domum_ornamentum:vanilla_stairs_compat,jungle_stairs
minecolonies:blockhutlibrary,note_block
domum_ornamentum:side_framed,end_portal_frame
domum_ornamentum:horizontal_plain,farmland
minecolonies:colony_wall_banner,white_wall_banner
domum_ornamentum:up_gated,jungle_fence_gate
minecolonies:blockhutuniversity,oxidized_cut_copper
domum_ornamentum:down_gated,jungle_fence_gate
domum_ornamentum:vanilla_slab_compat,jungle_slab
minecolonies:blockhutbarrackstower,oxidized_cut_copper
domum_ornamentum:vanilla_wall_compat,prismarine_wall
minecolonies:blockstash,slime_block
minecolonies:blockhutcook,note_block
mekanism:induction_casing,crafting_table
mekanism:structural_glass,glass
mekanism:induction_port,powered_rail
mekanism:ultimate_induction_cell,mycelium
mekanism:ultimate_induction_provider,trial_spawner
pixelmon:red_trade_machine,red_concrete
pixelmon:red_healer,red_concrete
pixelmon:lightworkplace,light
pixelmon:red_pc,red_carpet
pixelmon:red_cushion_chair,red_carpet
pixelmon:red_clock,red_candle
unluckytnt:dark_matter,dark_prismarine
adorn:prismarine_brick_post,prismarine_bricks
create:waxed_oxidized_copper_tiles,waxed_oxidized_copper
candlelight:chair,birch_wood
candlelight:table,crafting_table
kitchenkarrot:plate,crimson_pressure_plate
candlelight:cobblestone_stove,cobblestone
jmc:cake_oven,cake
pfm:concrete_kitchen_counter_oven,furnace
moa_decor_cookery:refrigerador,dispenser
kitchenkarrot:brewing_barrel,barrel
herbalbrews:stove,furnace
kawaiidishes:blender,crafter
kawaiidishes:coffee_press,brewing_stand
kawaiidishes:coffee_machine,brewing_stand
kawaiidishes:ice_cream_machine,ice
candlelight:cooking_pan,glass_pane
candlelight:cooking_pot,decorated_pot
beachparty:sandwaves,sand
pixelmon:berry_leaves_kelpsy,kelp_plant
pixelmon:apricorn_leaves_green,cherry_leaves
pixelmon:ultra_elm_fence,oak_fence
pixelmon:apricorn_leaves_pink,pink_petals
pixelmon:ultra_elm_slab,oak_slab
pixelmon:blue_berry_wood_slab,birch_slab
pixelmon:ultra_deep_sea_pickle,sea_pickle
pixelmon:red_berry_wood_slab,red_sandstone_slab
pixelmon:red_berry_wood_stairs,red_sandstone_stairs
pixelmon:dark_oak_bench,dark_oak_wood
rechiseled:amethyst_block_cut,amethyst_block
rechiseled:blue_ice_patterned_connecting,blue_ice
toolleveling:tool_leveling_table,crafting_table
moa_decor_garden_:podadora_cesped,podzol
quark:oak_hedge,oak_fence
chipped:hanging_broken_cobweb,cobweb
chipped:granite_pointed_dripstone,pointed_dripstone
moa_decor_garden_:asador,cauldron
chipped:hanging_cobweb,cobweb
moa_decor_garden_:m_probleosc,mangrove_propagule
moa_decor_garden_:sombrillamorada,mangrove_propagule
moa_decor_garden_:buzon,chest
chipped:rectangle_purple_carpet,purple_carpet
moa_decor_garden_:apiario,beetroots
moa_decor_garden_:maceta_thelechoalto,stone_slab
handcrafted:oak_table,oak_wood
moa_decor_garden_:piedras,pale_oak_planks
moa_decor_garden_:regaderajardin,repeater
mcwtrpdoors:oak_barrel_trapdoor,oak_trapdoor
chipped:stacked_diorite_bricks,diorite_wall
chipped:tile_windowed_oak_door,oak_door
chipped:circular_blue_terracotta,blue_terracotta
chipped:bundled_black_carpet,black_carpet
mcwwindows:blue_curtain,blue_carpet
chipped:wooden_cage_lantern,lantern
chipped:botanist_workbench,smithing_table
farmersdelight:purple_canvas_wall_sign,purple_wall_banner
chipped:plank_ladder,ladder
chipped:metal_barrel,barrel
mcwpaths:dark_prismarine_strewn_rocky_path,dark_prismarine
moa_decor_garden_:maceta_tazaleaflorecida,azalea
chipped:polished_glowstone,glowstone
handcrafted:oak_chair,oak_wood
moa_decor_cookery:barril,black_wall_banner
handcrafted:oak_cupboard,oak_wood
farmersdelight:blue_wall_hanging_canvas_sign,bamboo_wall_hanging_sign
handcrafted:blue_crockery_combo,blue_candle
moa_decor_cookery:salypimienta,crimson_hyphae
moa_decor_cookery:soportedelantal,podzol
cookingforblockheads:milk_jar,glass
chipped:starry_light_blue_terracotta,light_blue_terracotta
chipped:tiled_calcite,calcite
mcwwindows:purple_curtain,purple_carpet
chipped:crafted_light_gray_wool,light_gray_wool
handcrafted:oak_counter,oak_wood
handcrafted:white_crockery_combo,white_candle
chipped:rectangle_gray_carpet,gray_carpet
moa_decor_bath:batablanca,black_terracotta
moa_decor_bath:lavabo,lava
moa_decor_bath:esp_nder,netherrack
handcrafted:kitchen_hood,furnace
handcrafted:kitchen_hood_pipe,furnace
moa_decor_bath:batanegra,jungle_slab
handcrafted:oak_desk,oak_wood
chipped:smooth_glowstone,glowstone
supplementaries:candle_holder_purple,purple_candle
moa_decor_bath:esp_nizq,netherrack
moa_decor_cookery:molcajete,mossy_cobblestone
handcrafted:phantom_trophy,resin_block
moa_decor_bath:toallasblancas,azalea
handcrafted:oak_drawer,oak_wood
handcrafted:oak_fancy_bed,oak_wood
chipped:oak_bookshelf,bookshelf
handcrafted:oven,furnace
moa_decor_cookery:tetera,tnt
mcwtrpdoors:oak_bark_trapdoor,oak_trapdoor
chipped:cornered_gray_carpet,gray_carpet
moa_decor_toys:calamar,calcite
moa_decor_bath:broble,beehive
moa_decor_bath:toallaazulcolg,jungle_log
moa_decor_bath:toallamoradacolg,jungle_log
chipped:patched_pink_wool,pink_wool
chipped:patched_magenta_wool,magenta_wool
chipped:patched_light_blue_wool,light_blue_wool
chipped:patched_lime_wool,lime_wool
moa_decor_toys:endermite,ender_chest
handcrafted:oak_dining_bench,oak_wood
chipped:bundled_light_gray_carpet,light_gray_carpet
chipped:patched_yellow_wool,yellow_wool
handcrafted:gray_cushion,gray_carpet
handcrafted:oak_nightstand,oak_wood
moa_decor_toys:osopolar,powder_snow_cauldron
chipped:patched_orange_wool,orange_wool
moa_decor_toys:conejonegro,cactus
moa_decor_cookery:copa,cactus
moa_decor_cookery:botelladevino,mycelium
vintagedelight:fermenting_jar,dispenser
chipped:bundled_gray_carpet,gray_carpet
moa_decor_bath:lavadoraabierta,lava
moa_decor_toys:ranacalida,cactus
chipped:patched_red_wool,red_wool
moa_decor_toys:lepisma,lectern
moa_decor_toys:zorro,blackstone
moa_decor_garden_:cama_m_morado,magenta_wall_banner
moa_decor_toys:gallina,chorus_flower
chipped:glass_oak_door,oak_door
moa_decor_garden_:camastrorobleosc,water_cauldron
moa_decor_garden_:sombrillaazul,infested_mossy_stone_bricks
chipped:decorated_light_blue_terracotta,light_blue_terracotta
chipped:mossy_cobblestone_bricks,mossy_stone_bricks
chipped:white_concrete_tiles,white_concrete
chipped:metal_ladder,ladder
domesticationinnovation:pet_bed_white,white_bed
domesticationinnovation:pet_bed_yellow,yellow_bed
rechiseled:andesite_diagonal_bricks_connecting,andesite_wall
rechiseled:stone_rotated_bricks_connecting,stone_bricks
meadow:limestone,stone
rechiseled:stone_brick_paving_connecting,stone_bricks
quark:midori_block_stairs,prismarine_stairs
quark:stone_vertical_slab,stone_slab
undeco:stone_trapdoor,bamboo_trapdoor
extendedmushrooms:poisonous_mushroom_stem_stripped,mushroom_stem
mtr:railway_sign_6_even,spruce_wall_sign
mekanismgenerators:turbine_casing,crafting_table
mekanismgenerators:turbine_vent,furnace
mekanism:pressure_disperser,acacia_pressure_plate
mekanismgenerators:saturating_condenser,dispenser
mekanismgenerators:electromagnetic_coil,lava
mekanismgenerators:turbine_rotor,piston
mekanismgenerators:rotational_complex,sandstone
biomesoplenty:fir_planks,spruce_planks
biomesoplenty:yellow_autumn_leaves,oak_leaves
biomesoplenty:willow_door,oak_door
biomesoplenty:smooth_black_sandstone_stairs,smooth_sandstone_stairs
biomesoplenty:palm_leaves,jungle_leaves
ars_nouveau:sourcestone_basketweave,redstone_block
forbidden_arcanus:aurum_trapdoor,iron_trapdoor
deeperdarker:echo_trapdoor,iron_trapdoor
forbidden_arcanus:edelwood_branch,acacia_wood
skinnedlanterns:ornament_blue_lantern_block,lantern
forbidden_arcanus:arcane_edelwood_trapdoor,pale_oak_trapdoor
forbidden_arcanus:edelwood_stairs,birch_stairs
forbidden_arcanus:edelwood_slab,stone_slab
forbidden_arcanus:edelwood_planks,spruce_planks
chipped:glow_torch,wall_torch
forbidden_arcanus:edelwood_fence,birch_fence
forbidden_arcanus:arcane_polished_darkstone_wall,polished_blackstone_wall
simplylight:rodlamp,light
chipped:checkered_blackstone_tiles,polished_blackstone_slab
chipped:wither_engraved_glowstone,glowstone
sophisticatedstorage:netherite_chest,netherite_block
chipped:gilded_blackstone_bricks,polished_blackstone_bricks
chipped:rusted_black_concrete,black_concrete
ae2:smooth_sky_stone_block,smooth_stone
chipped:gilded_barrel,barrel
regions_unexplored:prismoss,prismarine
regions_unexplored:stripped_magnolia_log,stripped_birch_log
regions_unexplored:prismoss_sprout,nether_sprouts
forbidden_arcanus:edelwood_trapdoor,pale_oak_trapdoor
create:polished_cut_calcite_wall,calcite
ae2:sky_stone_brick_stairs,stone_brick_stairs
ars_nouveau:stripped_purple_archwood_log,stripped_pale_oak_log
ae2:sky_stone_brick,stone_bricks
chipped:patterned_glowstone,glowstone
ae2:sky_stone_brick_slab,stone_brick_slab
ae2:smooth_sky_stone_stairs,smooth_sandstone_stairs
aether_redux:springshroom_cap_block,snow_block
enlightened_end:verdant_bismuth_glass,glass
aether_redux:springshroom_planks,spruce_planks
cookingforblockheads:black_kitchen_floor,black_carpet
forbidden_arcanus:deorum_trapdoor,dark_oak_trapdoor
twigs:dark_oak_table,dark_oak_wood
biomesoplenty:redwood_trapdoor,spruce_trapdoor
create:polished_cut_calcite_stairs,polished_andesite_stairs
additionallanterns:black_amethyst_lantern,lantern
enderio:dark_steel_ladder,ladder
regions_unexplored:glowing_blue_bioshroom_block,blue_carpet
chipped:ender_lantern,lantern
forbidden_arcanus:edelwood_fence_gate,spruce_fence_gate
elevatorid:elevator_lime,lime_concrete
biomesoplenty:redwood_door,spruce_door
tconstruct:seared_bricks_slab,brick_slab
tconstruct:seared_bricks_stairs,brick_stairs
tconstruct:seared_bricks,bricks
cyclic:flower_purple_tulip,pink_tulip
create:framed_glass_trapdoor,iron_trapdoor
supplementaries:bamboo_spikes,bamboo
tconstruct:drowned_wall_head,mud_brick_wall
ars_nouveau:magelight_torch,wall_torch
vs_clockwork:propeller_bearing,piston
vs_eureka:blue_balloon,blue_candle
mcwwindows:blackstone_brick_gothic,polished_blackstone_bricks
mcwwindows:blackstone_pane_window,black_stained_glass_pane
epicsamurai:spirit_stone_base,stone
ars_nouveau:archwood_trapdoor,oak_trapdoor
ars_nouveau:sourceberry_bush,sweet_berry_bush
untamedwilds:block_burrow,horn_coral_block
mcwwindows:lime_curtain,lime_carpet
ars_nouveau:agronomic_sourcelink,farmland
domum_ornamentum:side_framed_horizontal,oxidized_cut_copper
mcwwindows:pink_curtain,pink_bed
goodending:spicy_wildflowers,potted_torchflower
supplementaries:stick,sugar_cane
supplementaries:flag_red,red_wall_banner
minecolonies:blockhutfletcher,oxidized_cut_copper
exoticbirds:nest,bee_nest
ars_nouveau:magebloom_crop,torchflower_crop
chipped:overgrown_birch_door,birch_door
supplementaries:flag_white,white_wall_banner
rats:rat_cage,jungle_fence
rats:rat_upgrade_block,oxidized_cut_copper
tconstruct:seared_ladder,ladder
rats:block_of_blue_cheese,blue_concrete
rats:block_of_cheese,iron_block
farmersdelight:organic_compost,composter
habitat:blowball,pitcher_crop
goodending:balmy_wildflowers,flowering_azalea
tconstruct:scorched_road,campfire
tconstruct:scorched_glass,glass
tconstruct:scorched_fuel_tank,fire
tconstruct:seared_glass,glass
sushigocrafting:avocado_leaves,cherry_leaves
tconstruct:seared_glass_pane,glass_pane
sushigocrafting:avocado_log,acacia_log
vs_clockwork:command_seat,chiseled_polished_blackstone
untamedwilds:flora_canola,cornflower
tconstruct:tinkers_anvil,anvil
tconstruct:modifier_worktable,crafting_table
rats:garbage_pile,composter
tconstruct:scorched_basin,campfire
tconstruct:scorched_drain,wall_torch
tconstruct:scorched_faucet,fire
tconstruct:scorched_table,crafting_table
tconstruct:tinker_station,calibrated_sculk_sensor
tconstruct:part_builder,oxidized_cut_copper
rats:rat_attractor,frogspawn
tconstruct:foundry_controller,furnace
tconstruct:scorched_bricks_stairs,brick_stairs
tconstruct:scorched_ingot_tank,fire
tconstruct:scorched_alloyer,sculk_catalyst
quark:violet_corundum,crimson_nylium
quark:blue_corundum,blue_concrete
iceandfire:fire_lily,fire
untamedwilds:flora_yarrow,rose_bush
mtr:pids_pole,powered_rail
vs_eureka:light_gray_balloon,light_gray_candle
irons_spellbooks:scroll_forge,chiseled_nether_bricks
irons_spellbooks:firefly_jar,fire
mcwfurnitures:dark_oak_chair,dark_oak_wood
irons_spellbooks:inscription_table,crafting_table
irons_spellbooks:arcane_anvil,anvil
decorative_blocks:spruce_support,spruce_wood
mcwdoors:spruce_beach_door,spruce_door
mcwfurnitures:stripped_dark_oak_double_drawer,stripped_dark_oak_wood
pamhc2trees:pamlime,purpur_slab
cfm:spruce_kitchen_sink_dark,dark_prismarine_stairs
mcwfurnitures:stripped_dark_oak_bookshelf,stripped_dark_oak_wood
pamhc2trees:pamapple,sponge
stoneworks:polished_calcite_slab,calcite
stoneworks:calcite_brick_slab,brick_slab
stoneworks:polished_calcite,calcite
stoneworks:polished_calcite_stairs,polished_andesite_stairs
stoneworks:calcite_tiles,calcite
stoneworks:polished_quartz_stairs,quartz_stairs
stoneworks:calcite_brick_stairs,stone_brick_stairs
stoneworks:polished_quartz,quartz_block
stoneworks:polished_quartz_wall,quartz_block
projectbrazier:iron_brazier,furnace
stoneworks:calcite_pillar,calcite
domum_ornamentum:red_floating_carpet,red_carpet
everycomp:cfm/regions_unexplored/stripped_palm_park_bench,stripped_acacia_wood
stoneworks:blackstone_plate_stairs,blackstone_stairs
stoneworks:blackstone_tiles,blackstone_slab
stoneworks:blackstone_tile_slab,blackstone_slab
regions_unexplored:black_painted_stairs,polished_blackstone_stairs
projectbrazier:soul_iron_brazier,soul_fire_torch
fantasyfurniture:bone/wither/wall_light,light
fantasyfurniture:necrolord/floor_light,light
connectedglass:borderless_glass_magenta,magenta_stained_glass
connectedglass:borderless_glass_blue,glass
stoneworks:blackstone_plate_slab,blackstone_slab
chipped:overlapping_stone_tiles,stone_slab
create:polished_cut_scoria,sculk
create:cut_scoria,sculk
create:cut_tuff_bricks,tuff_bricks
create:layered_deepslate,deepslate
create:tuff_pillar,tuff_wall
create:polished_cut_andesite_stairs,polished_andesite_stairs
byg:redwood_slab,oak_slab
create:polished_cut_deepslate_wall,polished_deepslate_wall
create:small_andesite_brick_slab,brick_slab
create:cut_andesite_bricks,andesite
chipped:lodestone_bricks,lodestone
blue_skies:chiseled_polished_brumble,chiseled_polished_blackstone
create:layered_granite,granite
create:cut_ochrum,cut_copper
create:polished_cut_tuff_stairs,polished_tuff_stairs
immersive_weathering:mossy_stone_stairs,mossy_stone_brick_stairs
create:small_tuff_brick_slab,tuff_brick_slab
immersive_weathering:mossy_stone,mossy_cobblestone
extendedmushrooms:honey_fungus_cap,crimson_fungus
create:granite_pillar,quartz_pillar
chipped:tiled_bordered_stone,stone
rechiseled:andesite_polished_connecting,polished_andesite
storagedrawers:spruce_trim,spruce_wood
storagedrawers:controller_slave,activator_rail
create:smart_chute,conduit
create:cut_andesite,andesite
buildersaddition:rough_iron_block,iron_block
quark:charcoal_block,coal_block
create:cut_tuff_brick_stairs,tuff_brick_stairs
create:cut_tuff_brick_slab,tuff_brick_slab
chipped:layed_stone_bricks,stone_bricks
blue_skies:blinding_stone,stone
create:cut_deepslate_brick_stairs,deepslate_brick_stairs
create:cut_limestone,cut_sandstone
quark:jasper_bricks_slab,brick_slab
create:deepslate_pillar,reinforced_deepslate
ornamental:copper_wall,copper_door
create:brass_block,copper_block
dustrial_decor:cinder_brick_stairs,brick_stairs
dustrial_decor:large_redstone_lantern,redstone_lamp
createdeco:brass_sheet_stairs,brick_stairs
create:waxed_copper_tile_stairs,waxed_cut_copper_stairs
ornamental:copper_stairs,cut_copper_stairs
blue_skies:blinding_stone_pillar,quartz_pillar
dustrial_decor:bolted_industrial_iron_block,iron_block
chipped:smooth_red_mushroom_block,red_mushroom_block
rechiseled:andesite_bricks_connecting,andesite_wall
mcwpaths:blackstone_diamond_paving,blackstone
aether:golden_oak_leaves,oak_leaves
aether:holiday_leaves,jungle_leaves
aether:skyroot_bookshelf,bookshelf
aether:quicksoil_glass,glass
endersdelight:chorus_crate,chorus_plant
excessive_building:fiery_cluster,fire
excessive_building:amethyst_brick_stairs,brick_stairs
excessive_building:amethyst_brick_slab,brick_slab
mcwfurnitures:stripped_oak_coffee_table,stripped_oak_wood
create:polished_cut_andesite_slab,polished_andesite_slab
chipped:cut_stone_column,cut_sandstone_slab
excessive_building:amethyst_bricks,amethyst_block
fantasyfurniture:bone/skeleton/bench,acacia_wood
dustrial_decor:cinder_bricks,bricks
create:cut_andesite_stairs,andesite_stairs
mcwbridges:blackstone_bridge_stair,blackstone_stairs
twilightforest:twilight_portal_miniature_structure,end_portal_frame
biomesoplenty:pink_cherry_sapling,cherry_sapling
fantasyfurniture:bone/skeleton/stool,lever
waystones:white_sharestone,white_concrete
biomesoplenty:mahogany_fence,spruce_fence
biomesoplenty:stripped_mahogany_wood,stripped_spruce_wood
biomesoplenty:jacaranda_wall_sign,pale_oak_wall_sign
recruits:bowman_block,snow_block
biomesoplenty:jacaranda_log,acacia_log
vs_eureka:ballast,powered_rail
cutandcolored:pink_stained_glass_slab,pink_stained_glass
fantasyfurniture:venthyr/bench,acacia_wood
waystones:sandy_waystone,sand
chipped:deepslate_8,deepslate
thenexus:gloomstone,glowstone
thenexus:lustre_block,chiseled_quartz_block
quark:calcite_bricks_wall,stone_brick_wall
twigs:polished_calcite_brick_stairs,stone_brick_stairs
chipped:calcite_66,calcite
chipped:calcite_30,calcite
chipped:glass_pane_56,glass_pane
chipped:calcite_47,calcite
chipped:glass_48,glass
chipped:glass_pane_49,glass_pane
chipped:glass_pane_52,glass_pane
quark:polished_calcite_slab,calcite
chipped:calcite_1,calcite
chipped:calcite_69,calcite
quark:calcite_pillar,calcite
quark:chiseled_calcite_bricks,chiseled_stone_bricks
verdure:fallen_birch_leaves,birch_leaves
chipped:glass_57,glass
quark:polished_calcite_stairs,polished_andesite_stairs
chipped:tuff_26,tuff
chipped:tuff_34,tuff
chipped:calcite_2,calcite
chipped:cobblestone_47,cobblestone
chipped:cobblestone_43,cobblestone
chipped:cobblestone_2,cobblestone
chipped:cobblestone_3,cobblestone
chipped:dark_oak_trapdoor_11,dark_oak_trapdoor
upgrade_aquatic:glass_trapdoor,iron_trapdoor
twigs:cobblestone_brick_slab,brick_slab
chipped:dark_oak_door_20,dark_oak_door
woodworks:oak_chest,chest
chipped:glass_56,glass
iceandfire:copper_ore,copper_ore
malum:soulstone_ore,redstone_ore
chipped:glass_pane_48,glass_pane
quark:deepslate_furnace,furnace
morevillagers:blueprint_table,crafting_table
mekanism:block_steel,iron_block
engineersdecor:metal_sliding_door,iron_door
engineersdecor:steel_floor_grating,weathered_copper_grate
engineersdecor:iron_bulb_light,light
engineersdecor:steel_framed_window,glass_pane
engineersdecor:old_industrial_wood_slabslice,stone_slab
engineersdecor:dark_shingle_roof_block,oxidized_cut_copper
engineersdecor:old_industrial_wood_planks,spruce_planks
engineersdecor:steel_catwalk_stairs,brick_stairs
engineersdecor:steel_railing,rail
travelersbackpack:emerald,emerald_block
alexscaves:beholder,observer
engineersdecor:steel_double_t_support,reinforced_deepslate
goldenhopper:golden_hopper,hopper
engineersdecor:iron_inset_light,light
engineersdecor:thin_steel_pole,rail
engineersdecor:steel_table,smithing_table
mekanism:cardboard_box,black_shulker_box
sophisticatedbackpacks:gold_backpack,gold_block
ars_nouveau:archwood_fence,oak_fence
ars_nouveau:archwood_fence_gate,oak_fence_gate
domesticationinnovation:pet_bed_red,red_bed
domesticationinnovation:pet_bed_black,black_bed
ars_nouveau:archwood_door,oak_door
serene_shrubbery:fireweed,fire_coral
quark:thatch_slab,stone_slab
quark:thatch,nether_wart
quark:oxidized_cut_copper_vertical_slab,oxidized_cut_copper_slab
quark:cobblestone_bricks_wall,cobblestone_wall
mna:cerublossom,closed_eyeblossom
quark:chute,conduit
